"region";"boligtype";"kvartal";"statistikkvariabel";"07221: Prisindeks for brukte boliger, etter region, boligtype, kvartal og statistikkvariabel"
"005 Akershus uten Bærum";"00 Alle boligtyper";"1992K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1992K3";"Prisindeks for brukte boliger";17,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"1992K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1992K4";"Prisindeks for brukte boliger";17,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"1992K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1993K1";"Prisindeks for brukte boliger";16,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"1993K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1993K2";"Prisindeks for brukte boliger";17,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"1993K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1993K3";"Prisindeks for brukte boliger";17,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"1993K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1993K4";"Prisindeks for brukte boliger";17,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"1993K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1994K1";"Prisindeks for brukte boliger";19,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"1994K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1994K2";"Prisindeks for brukte boliger";19,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"1994K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1994K3";"Prisindeks for brukte boliger";20,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"1994K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1994K4";"Prisindeks for brukte boliger";21,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"1994K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1995K1";"Prisindeks for brukte boliger";21,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"1995K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1995K2";"Prisindeks for brukte boliger";21,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"1995K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1995K3";"Prisindeks for brukte boliger";22,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"1995K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1995K4";"Prisindeks for brukte boliger";22,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"1995K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1996K1";"Prisindeks for brukte boliger";23,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"1996K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1996K2";"Prisindeks for brukte boliger";24,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"1996K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1996K3";"Prisindeks for brukte boliger";25,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"1996K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1996K4";"Prisindeks for brukte boliger";26,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"1996K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1997K1";"Prisindeks for brukte boliger";26
"005 Akershus uten Bærum";"00 Alle boligtyper";"1997K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1997K2";"Prisindeks for brukte boliger";28,6
"005 Akershus uten Bærum";"00 Alle boligtyper";"1997K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1997K3";"Prisindeks for brukte boliger";29,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"1997K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1997K4";"Prisindeks for brukte boliger";29,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"1997K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1998K1";"Prisindeks for brukte boliger";30,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"1998K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1998K2";"Prisindeks for brukte boliger";33
"005 Akershus uten Bærum";"00 Alle boligtyper";"1998K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1998K3";"Prisindeks for brukte boliger";32,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"1998K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1998K4";"Prisindeks for brukte boliger";31,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"1998K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1999K1";"Prisindeks for brukte boliger";32,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"1999K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1999K2";"Prisindeks for brukte boliger";35,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"1999K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1999K3";"Prisindeks for brukte boliger";36,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"1999K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"1999K4";"Prisindeks for brukte boliger";38,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"1999K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2000K1";"Prisindeks for brukte boliger";40,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2000K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2000K2";"Prisindeks for brukte boliger";44,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2000K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2000K3";"Prisindeks for brukte boliger";42,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"2000K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2000K4";"Prisindeks for brukte boliger";41,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2000K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2001K1";"Prisindeks for brukte boliger";42,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"2001K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2001K2";"Prisindeks for brukte boliger";45,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"2001K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2001K3";"Prisindeks for brukte boliger";44
"005 Akershus uten Bærum";"00 Alle boligtyper";"2001K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2001K4";"Prisindeks for brukte boliger";44,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"2001K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2002K1";"Prisindeks for brukte boliger";45,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2002K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2002K2";"Prisindeks for brukte boliger";46,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"2002K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2002K3";"Prisindeks for brukte boliger";46,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"2002K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2002K4";"Prisindeks for brukte boliger";45,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2002K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2003K1";"Prisindeks for brukte boliger";46,6
"005 Akershus uten Bærum";"00 Alle boligtyper";"2003K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2003K2";"Prisindeks for brukte boliger";46,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"2003K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2003K3";"Prisindeks for brukte boliger";46,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2003K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2003K4";"Prisindeks for brukte boliger";46,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2003K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2004K1";"Prisindeks for brukte boliger";50
"005 Akershus uten Bærum";"00 Alle boligtyper";"2004K1";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2004K2";"Prisindeks for brukte boliger";50,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2004K2";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2004K3";"Prisindeks for brukte boliger";50,6
"005 Akershus uten Bærum";"00 Alle boligtyper";"2004K3";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2004K4";"Prisindeks for brukte boliger";51,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2004K4";"Prisindeks for brukte boliger, sesongjustert";..
"005 Akershus uten Bærum";"00 Alle boligtyper";"2005K1";"Prisindeks for brukte boliger";53,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"2005K1";"Prisindeks for brukte boliger, sesongjustert";53,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2005K2";"Prisindeks for brukte boliger";54,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2005K2";"Prisindeks for brukte boliger, sesongjustert";53,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"2005K3";"Prisindeks for brukte boliger";54,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"2005K3";"Prisindeks for brukte boliger, sesongjustert";54,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2005K4";"Prisindeks for brukte boliger";54,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2005K4";"Prisindeks for brukte boliger, sesongjustert";56,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2006K1";"Prisindeks for brukte boliger";57,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"2006K1";"Prisindeks for brukte boliger, sesongjustert";57,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2006K2";"Prisindeks for brukte boliger";60,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"2006K2";"Prisindeks for brukte boliger, sesongjustert";59,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2006K3";"Prisindeks for brukte boliger";62,6
"005 Akershus uten Bærum";"00 Alle boligtyper";"2006K3";"Prisindeks for brukte boliger, sesongjustert";62,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"2006K4";"Prisindeks for brukte boliger";63,6
"005 Akershus uten Bærum";"00 Alle boligtyper";"2006K4";"Prisindeks for brukte boliger, sesongjustert";65,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2007K1";"Prisindeks for brukte boliger";68,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2007K1";"Prisindeks for brukte boliger, sesongjustert";67,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2007K2";"Prisindeks for brukte boliger";70,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"2007K2";"Prisindeks for brukte boliger, sesongjustert";69,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2007K3";"Prisindeks for brukte boliger";70,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2007K3";"Prisindeks for brukte boliger, sesongjustert";70,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2007K4";"Prisindeks for brukte boliger";68,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"2007K4";"Prisindeks for brukte boliger, sesongjustert";70,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"2008K1";"Prisindeks for brukte boliger";70,6
"005 Akershus uten Bærum";"00 Alle boligtyper";"2008K1";"Prisindeks for brukte boliger, sesongjustert";70,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2008K2";"Prisindeks for brukte boliger";71,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"2008K2";"Prisindeks for brukte boliger, sesongjustert";70,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2008K3";"Prisindeks for brukte boliger";69,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2008K3";"Prisindeks for brukte boliger, sesongjustert";69
"005 Akershus uten Bærum";"00 Alle boligtyper";"2008K4";"Prisindeks for brukte boliger";62,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2008K4";"Prisindeks for brukte boliger, sesongjustert";64,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2009K1";"Prisindeks for brukte boliger";66,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2009K1";"Prisindeks for brukte boliger, sesongjustert";65,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2009K2";"Prisindeks for brukte boliger";68,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"2009K2";"Prisindeks for brukte boliger, sesongjustert";67,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2009K3";"Prisindeks for brukte boliger";70,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2009K3";"Prisindeks for brukte boliger, sesongjustert";70,6
"005 Akershus uten Bærum";"00 Alle boligtyper";"2009K4";"Prisindeks for brukte boliger";70,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2009K4";"Prisindeks for brukte boliger, sesongjustert";72,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"2010K1";"Prisindeks for brukte boliger";73,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2010K1";"Prisindeks for brukte boliger, sesongjustert";72,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"2010K2";"Prisindeks for brukte boliger";74,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2010K2";"Prisindeks for brukte boliger, sesongjustert";73,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"2010K3";"Prisindeks for brukte boliger";74
"005 Akershus uten Bærum";"00 Alle boligtyper";"2010K3";"Prisindeks for brukte boliger, sesongjustert";74
"005 Akershus uten Bærum";"00 Alle boligtyper";"2010K4";"Prisindeks for brukte boliger";74
"005 Akershus uten Bærum";"00 Alle boligtyper";"2010K4";"Prisindeks for brukte boliger, sesongjustert";75,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"2011K1";"Prisindeks for brukte boliger";77,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"2011K1";"Prisindeks for brukte boliger, sesongjustert";77,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2011K2";"Prisindeks for brukte boliger";80,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2011K2";"Prisindeks for brukte boliger, sesongjustert";78,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2011K3";"Prisindeks for brukte boliger";80
"005 Akershus uten Bærum";"00 Alle boligtyper";"2011K3";"Prisindeks for brukte boliger, sesongjustert";79,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2011K4";"Prisindeks for brukte boliger";79,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2011K4";"Prisindeks for brukte boliger, sesongjustert";80,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2012K1";"Prisindeks for brukte boliger";82,6
"005 Akershus uten Bærum";"00 Alle boligtyper";"2012K1";"Prisindeks for brukte boliger, sesongjustert";82,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"2012K2";"Prisindeks for brukte boliger";84,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2012K2";"Prisindeks for brukte boliger, sesongjustert";83,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2012K3";"Prisindeks for brukte boliger";84,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2012K3";"Prisindeks for brukte boliger, sesongjustert";84,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2012K4";"Prisindeks for brukte boliger";85,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"2012K4";"Prisindeks for brukte boliger, sesongjustert";87,6
"005 Akershus uten Bærum";"00 Alle boligtyper";"2013K1";"Prisindeks for brukte boliger";89,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2013K1";"Prisindeks for brukte boliger, sesongjustert";88,9
"005 Akershus uten Bærum";"00 Alle boligtyper";"2013K2";"Prisindeks for brukte boliger";90,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2013K2";"Prisindeks for brukte boliger, sesongjustert";89
"005 Akershus uten Bærum";"00 Alle boligtyper";"2013K3";"Prisindeks for brukte boliger";90,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"2013K3";"Prisindeks for brukte boliger, sesongjustert";90,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2013K4";"Prisindeks for brukte boliger";88,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2013K4";"Prisindeks for brukte boliger, sesongjustert";90,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2014K1";"Prisindeks for brukte boliger";90
"005 Akershus uten Bærum";"00 Alle boligtyper";"2014K1";"Prisindeks for brukte boliger, sesongjustert";89,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"2014K2";"Prisindeks for brukte boliger";91,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"2014K2";"Prisindeks for brukte boliger, sesongjustert";90,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2014K3";"Prisindeks for brukte boliger";93,1
"005 Akershus uten Bærum";"00 Alle boligtyper";"2014K3";"Prisindeks for brukte boliger, sesongjustert";92,8
"005 Akershus uten Bærum";"00 Alle boligtyper";"2014K4";"Prisindeks for brukte boliger";92,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2014K4";"Prisindeks for brukte boliger, sesongjustert";94,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2015K1";"Prisindeks for brukte boliger";97,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2015K1";"Prisindeks for brukte boliger, sesongjustert";97,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2015K2";"Prisindeks for brukte boliger";100,6
"005 Akershus uten Bærum";"00 Alle boligtyper";"2015K2";"Prisindeks for brukte boliger, sesongjustert";99,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"2015K3";"Prisindeks for brukte boliger";101,4
"005 Akershus uten Bærum";"00 Alle boligtyper";"2015K3";"Prisindeks for brukte boliger, sesongjustert";101
"005 Akershus uten Bærum";"00 Alle boligtyper";"2015K4";"Prisindeks for brukte boliger";100,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"2015K4";"Prisindeks for brukte boliger, sesongjustert";102,5
"005 Akershus uten Bærum";"00 Alle boligtyper";"2016K1";"Prisindeks for brukte boliger";105,7
"005 Akershus uten Bærum";"00 Alle boligtyper";"2016K1";"Prisindeks for brukte boliger, sesongjustert";105,2
"005 Akershus uten Bærum";"00 Alle boligtyper";"2016K2";"Prisindeks for brukte boliger";109,3
"005 Akershus uten Bærum";"00 Alle boligtyper";"2016K2";"Prisindeks for brukte boliger, sesongjustert";107,9
